tag_id,is_fixed,has_corners,c0_x,c0_y,c0_z,c1_x,c1_y,c1_z,c2_x,c2_y,c2_z,c3_x,c3_y,c3_z
87,1,1,-1.6132707595825195,0.77898448705673218,2.6584455966949463,-1.6135116815567017,0.76721924543380737,2.8180122375488281,-1.6139044761657715,0.60765296220779419,2.8062465190887451,-1.6136635541915894,0.61941820383071899,2.6466798782348633
88,1,1,1.0587246417999268,0.37829729914665222,5.4322619438171387,1.1828494071960449,0.37382552027702332,5.5331234931945801,1.2099969387054443,0.22134777903556824,5.4929547309875488,1.0858721733093262,0.22581955790519714,5.3920931816101074
89,0,0,,,,,,,,,,,,
90,0,0,,,,,,,,,,,,
91,0,0,,,,,,,,,,,,
92,0,0,,,,,,,,,,,,
96,0,0,,,,,,,,,,,,
97,1,1,2.8510739803314209,-14.730596542358398,6.0061273574829102,2.7105069160461426,-14.669793128967285,5.9598255157470703,2.773082971572876,-14.522575378417969,5.9631757736206055,2.9136500358581543,-14.583378791809082,6.0094776153564453
101,0,0,,,,,,,,,,,,
104,1,1,-1.6479110717773438,-0.056920871138572693,2.6401512622833252,-1.646062970161438,-0.061906494200229645,2.800062894821167,-1.639070987701416,-0.22167347371578217,2.7950007915496826,-1.6409190893173218,-0.21668785810470581,2.6350891590118408
108,0,0,,,,,,,,,,,,
109,1,1,5.5077638626098633,-5.0717344284057617,7.5714397430419922,5.5770735740661621,-5.2015562057495117,7.6342291831970215,5.5587244033813477,-5.2785940170288086,7.4952020645141602,5.4894146919250488,-5.1487722396850586,7.4324126243591309
209,0,0,,,,,,,,,,,,
210,1,1,5.295689582824707,-18.320808410644531,14.894803047180176,5.3236098289489746,-18.477615356445312,14.91004753112793,5.1869802474975586,-18.494007110595703,14.991679191589355,5.159060001373291,-18.337200164794922,14.976434707641602
211,0,0,,,,,,,,,,,,
212,1,1,4.1682343482971191,-20.65911865234375,13.925752639770508,4.1584944725036621,-20.818820953369141,13.925308227539062,4.003760814666748,-20.809494018554688,13.964937210083008,4.0135006904602051,-20.649791717529297,13.965381622314453
213,0,0,,,,,,,,,,,,
214,1,1,4.4437108039855957,-22.579006195068359,13.569755554199219,4.4586834907531738,-22.734806060791016,13.536548614501953,4.3534512519836426,-22.769519805908203,13.651966094970703,4.3384785652160645,-22.613719940185547,13.685173034667969
215,1,1,4.3517208099365234,-23.765247344970703,13.327486038208008,4.3522114753723145,-23.922306060791016,13.296947479248047,4.2549619674682617,-23.946849822998047,13.421607971191406,4.2544713020324707,-23.789791107177734,13.452146530151367
216,1,1,4.330235481262207,-24.899442672729492,13.02584171295166,4.3309164047241211,-25.055774688720703,12.991782188415527,4.2367620468139648,-25.083703994750977,13.118094444274902,4.2360811233520508,-24.927371978759766,13.152153968811035
218,1,1,4.2371735572814941,-26.635175704956055,11.784261703491211,4.2524433135986328,-26.78082275390625,11.719813346862793,4.1698813438415527,-26.843427658081055,11.841732025146484,4.1546115875244141,-26.697780609130859,11.906180381774902
219,0,0,,,,,,,,,,,,
220,1,1,4.5910396575927734,-28.405563354492188,10.986323356628418,4.6195645332336426,-28.555574417114258,10.938544273376465,4.5389575958251953,-28.611198425292969,11.065068244934082,4.5104327201843262,-28.461187362670898,11.112847328186035
221,1,1,186.93826293945312,93.123550415039062,-45.744274139404297,187.01728820800781,93.029251098632812,-45.846561431884766,186.97439575195312,92.900833129882812,-45.761310577392578,186.89537048339844,92.995132446289062,-45.659023284912109
222,1,1,5.2369475364685059,-30.449666976928711,10.241019248962402,5.2862911224365234,-30.588623046875,10.178919792175293,5.2137789726257324,-30.667482376098633,10.297760963439941,5.1644353866577148,-30.528526306152344,10.359860420227051
223,1,1,19.087932586669922,-29.845165252685547,-2.2858209609985352,19.02189826965332,-29.702022552490234,-2.2584354877471924,18.880928039550781,-29.757133483886719,-2.310300350189209,18.946962356567383,-29.900276184082031,-2.3376858234405518
224,1,1,3.8077669143676758,-31.013347625732422,4.3357119560241699,3.9118585586547852,-31.005374908447266,4.4569611549377441,3.7967929840087891,-31.050216674804688,4.558692455291748,3.6927013397216797,-31.058189392089844,4.4374432563781738
225,1,1,7.364476203918457,-31.445669174194336,8.8016595840454102,7.4872245788574219,-31.525453567504883,8.7371053695678711,7.4534454345703125,-31.651895523071289,8.8291463851928711,7.3306970596313477,-31.572111129760742,8.8937005996704102
226,1,1,8.0587739944458008,-32.173019409179688,8.2770795822143555,8.1564779281616211,-32.269100189208984,8.194483757019043,8.0838422775268555,-32.39703369140625,8.2573862075805664,7.986137866973877,-32.300952911376953,8.3399820327758789
227,1,1,8.7636957168579102,-32.905685424804688,7.5789198875427246,8.8612575531005859,-33.002742767333984,7.4973039627075195,8.7867250442504883,-33.12994384765625,7.5594754219055176,8.6891632080078125,-33.032886505126953,7.6410913467407227
228,1,1,9.5095224380493164,-33.655616760253906,6.9432706832885742,9.6049709320068359,-33.753486633300781,6.860137939453125,9.5296449661254883,-33.880050659179688,6.9226522445678711,9.4341964721679688,-33.782180786132812,7.0057849884033203
229,1,1,9.7880363464355469,-34.468650817871094,6.080963134765625,9.8465681076049805,-34.570148468017578,5.9720053672790527,9.786590576171875,-34.693374633789062,6.0545768737792969,9.7280588150024414,-34.591876983642578,6.1635346412658691
230,1,1,9.9150915145874023,-33.870521545410156,4.5238752365112305,9.9652891159057617,-33.987289428710938,4.4266901016235352,9.8179445266723633,-33.999778747558594,4.3655881881713867,9.7677469253540039,-33.883010864257812,4.462773323059082
231,1,1,10.361775398254395,-34.968269348144531,3.9649796485900879,10.422615051269531,-35.066577911376953,3.8543753623962402,10.276829719543457,-35.085868835449219,3.7913312911987305,10.21599006652832,-34.987560272216797,3.9019355773925781
232,1,1,11.151005744934082,-35.418991088867188,3.1476938724517822,11.23802375793457,-35.489353179931641,3.0333406925201416,11.104208946228027,-35.545982360839844,2.9663584232330322,11.017190933227539,-35.475620269775391,3.0807116031646729
233,1,1,11.976136207580566,-35.844627380371094,2.6274220943450928,12.073217391967773,-35.901294708251953,2.5135622024536133,11.94888973236084,-35.9737548828125,2.443619966506958,11.851808547973633,-35.917087554931641,2.5574798583984375
234,1,1,12.666120529174805,-36.211551666259766,1.7938137054443359,12.761845588684082,-36.270801544189453,1.6801204681396484,12.636240005493164,-36.342571258544922,1.6117658615112305,12.540514945983887,-36.283321380615234,1.725459098815918
235,1,1,13.522463798522949,-36.336971282958984,0.85722464323043823,13.62739372253418,-36.379776000976562,0.74427521228790283,13.512253761291504,-36.460437774658203,0.66787940263748169,13.407323837280273,-36.417633056640625,0.78082883358001709
236,1,1,14.232098579406738,-36.672920227050781,-0.090485215187072754,14.335936546325684,-36.718173980712891,-0.2034880518913269,14.221426963806152,-36.804878234863281,-0.27398574352264404,14.117588996887207,-36.759624481201172,-0.16098290681838989
237,1,1,14.898196220397949,-36.92767333984375,-1.3064166307449341,14.98143482208252,-36.962989807128906,-1.438416600227356,14.861224174499512,-37.055404663085938,-1.4894946813583374,14.777985572814941,-37.020088195800781,-1.3574947118759155
238,1,1,11.543661117553711,-32.524421691894531,1.3540222644805908,11.459010124206543,-32.457881927490234,1.472370982170105,11.324249267578125,-32.51605224609375,1.4086868762969971,11.408900260925293,-32.582592010498047,1.2903381586074829
239,1,1,11.073960304260254,-32.054618835449219,2.7426273822784424,11.010608673095703,-31.948505401611328,2.8442466259002686,10.865065574645996,-31.978691101074219,2.7850344181060791,10.928417205810547,-32.084804534912109,2.6834151744842529
240,1,1,7.1220865249633789,-34.34503173828125,4.3444924354553223,7.0524411201477051,-34.203105926513672,4.3691258430480957,6.9652738571166992,-34.266410827636719,4.4874224662780762,7.034919261932373,-34.408336639404297,4.4627890586853027
241,1,1,6.6924533843994141,-32.210170745849609,4.8563156127929688,6.5905976295471191,-32.121673583984375,4.9423041343688965,6.5281486511230469,-32.254810333251953,5.0053482055664062,6.6300044059753418,-32.343307495117188,4.9193596839904785
243,1,1,4.4204964637756348,-31.430009841918945,7.0979313850402832,4.340449333190918,-31.316513061523438,7.177372932434082,4.2868685722351074,-31.426485061645508,7.2804999351501465,4.3669157028198242,-31.539981842041016,7.2010583877563477
244,1,1,3.1209778785705566,-30.044155120849609,7.9910321235656738,3.0870671272277832,-29.916385650634766,8.081171989440918,3.0116286277770996,-30.010543823242188,8.1862583160400391,3.045539379119873,-30.138313293457031,8.0961179733276367
245,1,1,2.7759170532226562,-29.327583312988281,8.6696271896362305,2.7487356662750244,-29.188875198364258,8.7446022033691406,2.6715364456176758,-29.266921997070312,8.8610029220581055,2.6987178325653076,-29.405630111694336,8.7860279083251953
246,1,1,2.8137011528015137,-29.127555847167969,8.542515754699707,2.6805727481842041,-29.052045822143555,8.4958772659301758,2.6024336814880371,-29.111896514892578,8.6220197677612305,2.7355620861053467,-29.187406539916992,8.6686582565307617
249,0,0,,,,,,,,,,,,
251,0,0,,,,,,,,,,,,
253,1,1,1773.8521728515625,1194.0089111328125,-540.04107666015625,1773.8814697265625,1194.140380859375,-539.95458984375,1773.8177490234375,1194.0699462890625,-539.82586669921875,1773.7884521484375,1193.9384765625,-539.912353515625
262,0,0,,,,,,,,,,,,
264,1,1,1911.3341064453125,1285.3824462890625,-580.4866943359375,1911.2913818359375,1285.4288330078125,-580.339599609375,1911.2572021484375,1285.2772216796875,-580.3017578125,1911.2999267578125,1285.2308349609375,-580.4488525390625
265,0,0,,,,,,,,,,,,
266,1,1,3.2697083950042725,-13.43770694732666,6.0508522987365723,3.1298573017120361,-13.373645782470703,6.0068316459655762,3.1958138942718506,-13.22789478302002,6.0093951225280762,3.3356649875640869,-13.291955947875977,6.0534157752990723
